X1,X2,geodist,sor,shared.otu
COM01_C1_02,LGH03_C4_06,NA,NA,NA
COM01_C1_02,LGH03_C4_10,NA,NA,NA
COM01_C1_02,LGH03_C4_14,NA,NA,NA
COM01_C1_02,LGH03_C4_18,NA,NA,NA
COM01_C1_02,LGH03_C4_30,NA,NA,NA
COM01_C1_02,LGH03_C4_34,NA,NA,NA
COM01_C1_02,LGH03_C4_40,NA,NA,NA
COM01_C1_02,LGH03_C4_ew,NA,NA,NA
COM01_C1_02,PA01_C1_01,NA,NA,NA
COM01_C1_02,PA01_C1_05,NA,NA,NA
COM01_C1_02,PA01_C1_09,NA,NA,NA
COM01_C1_02,PA01_C1_12,NA,NA,NA
COM01_C1_02,PA01_C1_13,NA,NA,NA
COM01_C1_02,PA01_C1_15,NA,NA,NA
COM01_C1_02,PA01_C1_16,NA,NA,NA
COM01_C1_02,PA01_C1_18,NA,NA,NA
COM01_C1_02,PA02_C1_01,NA,NA,NA
COM01_C1_02,PA02_C1_04,NA,NA,NA
COM01_C1_02,PA02_C1_07,NA,NA,NA
COM01_C1_02,PA02_C1_11,NA,NA,NA
COM01_C1_02,PA02_C1_14,NA,NA,NA
COM01_C1_02,PA02_C1_16,NA,NA,NA
COM01_C1_02,PA02_C1_ew,NA,NA,NA
COM01_C1_02,QK01_C1_01,NA,NA,NA
COM01_C1_02,QK01_C1_04,NA,NA,NA
COM01_C1_02,QK01_C1_08,NA,NA,NA
COM01_C1_02,QK01_C1_12,NA,NA,NA
COM01_C1_02,QK01_C1_13,NA,NA,NA
COM01_C1_02,QK01_C1_14,NA,NA,NA
COM01_C1_02,QK01_C1_ew,NA,NA,NA
COM01_C1_02,SH01_C2_04,NA,NA,NA
COM01_C1_02,SH01_C2_07,NA,NA,NA
COM01_C1_02,SH01_C2_12,NA,NA,NA
COM01_C1_02,SH01_C2_17,NA,NA,NA
COM01_C1_02,SH01_C2_19,NA,NA,NA
COM01_C1_02,SH01_ew01,NA,NA,NA
COM01_C1_02,SI02_C1_02,NA,NA,NA
COM01_C1_02,SI02_C1_05,NA,NA,NA
COM01_C1_02,SI02_C1_08,NA,NA,NA
COM01_C1_02,SI02_C1_12,NA,NA,NA
COM01_C1_02,SI02_C1_19,NA,NA,NA
COM01_C1_02,SI02_C1_23,NA,NA,NA
COM01_C1_02,SI02_C1_ew01,NA,NA,NA
COM01_C1_02,SM22_C1_01,NA,NA,NA
COM01_C1_02,SM22_C1_06,NA,NA,NA
COM01_C1_02,SM22_C1_09,NA,NA,NA
COM01_C1_02,SM22_C1_14,NA,NA,NA
COM01_C1_02,SM22_C1_16,NA,NA,NA
COM01_C1_02,SM22_C1_ew,NA,NA,NA
COM01_C1_02,SYNH02_C11_01,NA,NA,NA
COM01_C1_02,SYNH02_C11_02,NA,NA,NA
COM01_C1_02,SYNH02_C11_03,NA,NA,NA
COM01_C1_02,SYNH02_C11_04,NA,NA,NA
COM01_C1_02,SYNH02_C11_05,NA,NA,NA
COM01_C1_02,SYNH02_C11_06,NA,NA,NA
COM01_C1_02,SYNH02_C11_07,NA,NA,NA
COM01_C1_02,SYNH02_C11_08,NA,NA,NA
COM01_C1_02,SYNH02_C11_09,NA,NA,NA
COM01_C1_02,SYNH02_C11_10,NA,NA,NA
COM01_C1_02,SYNH02_C16_01,NA,NA,NA
COM01_C1_02,SYNH02_C4_01,NA,NA,NA
COM01_C1_02,SYNH02_C4_03,NA,NA,NA
COM01_C1_02,SYNH02_C4_05,NA,NA,NA
COM01_C1_02,SYNH02_C4_06,NA,NA,NA
COM01_C1_02,SYNH02_C4_07,NA,NA,NA
COM01_C1_02,SYNH02_C4_08,NA,NA,NA
COM01_C1_02,SYNH02_C4_09,NA,NA,NA
COM01_C1_02,SYNH02_C4_10,NA,NA,NA
COM01_C1_02,SYNH02_C4_14,NA,NA,NA
COM01_C1_02,SYNH02_C4_18,NA,NA,NA
COM01_C1_02,SYNH02_C4_22,NA,NA,NA
COM01_C1_02,SYNH02_ew,NA,NA,NA
COM01_C1_02,TA01_C1_01,NA,NA,NA
COM01_C1_02,TA01_C1_04,NA,NA,NA
COM01_C1_02,TA01_C1_11,NA,NA,NA
COM01_C1_02,TA01_C1_15,NA,NA,NA
COM01_C1_02,TA01_C1_ew,NA,NA,NA
COM01_C1_02,TA03_C1_ew,NA,NA,NA
COM01_C1_04,COM01_C1_05,2.50E-05,0.348474754,21.71326258
COM01_C1_04,COM01_C1_08,1.00E-04,0.252470566,13.96364635
COM01_C1_04,COM01_C1_11,0.000175,0.196410788,10.99766163
COM01_C1_04,COM01_C1_14,0.00025,0.195796562,9.630227972
COM01_C1_04,COM01_C1_15,0.000273,0.22717352,12.33355866
COM01_C1_04,COM01_C1_17,0.00032,0.162260426,9.084512477
COM01_C1_04,COM01_C1_18,0.000348,0.237074269,13.45173166
COM01_C1_04,COM01_ew1,0.0003625,0.14166726,7.308947797
COM01_C1_04,DSZ01_C1_01,NA,NA,NA
COM01_C1_04,DSZ01_C1_02,NA,NA,NA
COM01_C1_04,DSZ01_C1_03,NA,NA,NA
COM01_C1_04,DSZ01_C1_06,NA,NA,NA
COM01_C1_04,DSZ01_C1_08,NA,NA,NA
COM01_C1_04,DSZ01_C1_10,NA,NA,NA
COM01_C1_04,DSZ01_ew,NA,NA,NA
COM01_C1_04,GG01_C1_0,NA,NA,NA
COM01_C1_04,GG01_C1_02,NA,NA,NA
COM01_C1_04,GG01_C1_06,NA,NA,NA
COM01_C1_04,GG01_C1_13,NA,NA,NA
COM01_C1_04,GG01_C1_19,NA,NA,NA
COM01_C1_04,GJ01_C1_01,NA,NA,NA
COM01_C1_04,GJ01_C1_05,NA,NA,NA
COM01_C1_04,GJ01_C1_11,NA,NA,NA
COM01_C1_04,GJ01_C1_15,NA,NA,NA
COM01_C1_04,GJ01_C1_17,NA,NA,NA
COM01_C1_04,GJ01_C1_18,NA,NA,NA
COM01_C1_04,GJ01_C1_ew01,NA,NA,NA
COM01_C1_04,LGH03_C4_01,NA,NA,NA
COM01_C1_04,LGH03_C4_02,NA,NA,NA
COM01_C1_04,LGH03_C4_03,NA,NA,NA
COM01_C1_04,LGH03_C4_04,NA,NA,NA
COM01_C1_04,LGH03_C4_06,NA,NA,NA
COM01_C1_04,LGH03_C4_10,NA,NA,NA
COM01_C1_04,LGH03_C4_14,NA,NA,NA
COM01_C1_04,LGH03_C4_18,NA,NA,NA
COM01_C1_04,LGH03_C4_30,NA,NA,NA
COM01_C1_04,LGH03_C4_34,NA,NA,NA
COM01_C1_04,LGH03_C4_40,NA,NA,NA
COM01_C1_04,LGH03_C4_ew,NA,NA,NA
COM01_C1_04,PA01_C1_01,NA,NA,NA
COM01_C1_04,PA01_C1_05,NA,NA,NA
COM01_C1_04,PA01_C1_09,NA,NA,NA
COM01_C1_04,PA01_C1_12,NA,NA,NA
COM01_C1_04,PA01_C1_13,NA,NA,NA
COM01_C1_04,PA01_C1_15,NA,NA,NA
COM01_C1_04,PA01_C1_16,NA,NA,NA
COM01_C1_04,PA01_C1_18,NA,NA,NA
COM01_C1_04,PA02_C1_01,NA,NA,NA
COM01_C1_04,PA02_C1_04,NA,NA,NA
COM01_C1_04,PA02_C1_07,NA,NA,NA
COM01_C1_04,PA02_C1_11,NA,NA,NA
COM01_C1_04,PA02_C1_14,NA,NA,NA
COM01_C1_04,PA02_C1_16,NA,NA,NA
COM01_C1_04,PA02_C1_ew,NA,NA,NA
COM01_C1_04,QK01_C1_01,NA,NA,NA
COM01_C1_04,QK01_C1_04,NA,NA,NA
COM01_C1_04,QK01_C1_08,NA,NA,NA
COM01_C1_04,QK01_C1_12,NA,NA,NA
COM01_C1_04,QK01_C1_13,NA,NA,NA
COM01_C1_04,QK01_C1_14,NA,NA,NA
COM01_C1_04,QK01_C1_ew,NA,NA,NA
COM01_C1_04,SH01_C2_04,NA,NA,NA
COM01_C1_04,SH01_C2_07,NA,NA,NA
COM01_C1_04,SH01_C2_12,NA,NA,NA
COM01_C1_04,SH01_C2_17,NA,NA,NA
COM01_C1_04,SH01_C2_19,NA,NA,NA
COM01_C1_04,SH01_ew01,NA,NA,NA
COM01_C1_04,SI02_C1_02,NA,NA,NA
COM01_C1_04,SI02_C1_05,NA,NA,NA
COM01_C1_04,SI02_C1_08,NA,NA,NA
COM01_C1_04,SI02_C1_12,NA,NA,NA
COM01_C1_04,SI02_C1_19,NA,NA,NA
COM01_C1_04,SI02_C1_23,NA,NA,NA
COM01_C1_04,SI02_C1_ew01,NA,NA,NA
COM01_C1_04,SM22_C1_01,NA,NA,NA
COM01_C1_04,SM22_C1_06,NA,NA,NA
COM01_C1_04,SM22_C1_09,NA,NA,NA
COM01_C1_04,SM22_C1_14,NA,NA,NA
COM01_C1_04,SM22_C1_16,NA,NA,NA
COM01_C1_04,SM22_C1_ew,NA,NA,NA
COM01_C1_04,SYNH02_C11_01,NA,NA,NA
COM01_C1_04,SYNH02_C11_02,NA,NA,NA
COM01_C1_04,SYNH02_C11_03,NA,NA,NA
COM01_C1_04,SYNH02_C11_04,NA,NA,NA
COM01_C1_04,SYNH02_C11_05,NA,NA,NA
COM01_C1_04,SYNH02_C11_06,NA,NA,NA
COM01_C1_04,SYNH02_C11_07,NA,NA,NA
COM01_C1_04,SYNH02_C11_08,NA,NA,NA
COM01_C1_04,SYNH02_C11_09,NA,NA,NA
COM01_C1_04,SYNH02_C11_10,NA,NA,NA
COM01_C1_04,SYNH02_C16_01,NA,NA,NA
COM01_C1_04,SYNH02_C4_01,NA,NA,NA
COM01_C1_04,SYNH02_C4_03,NA,NA,NA
COM01_C1_04,SYNH02_C4_05,NA,NA,NA
COM01_C1_04,SYNH02_C4_06,NA,NA,NA
COM01_C1_04,SYNH02_C4_07,NA,NA,NA
COM01_C1_04,SYNH02_C4_08,NA,NA,NA
COM01_C1_04,SYNH02_C4_09,NA,NA,NA
COM01_C1_04,SYNH02_C4_10,NA,NA,NA
COM01_C1_04,SYNH02_C4_14,NA,NA,NA
COM01_C1_04,SYNH02_C4_18,NA,NA,NA
COM01_C1_04,SYNH02_C4_22,NA,NA,NA
COM01_C1_04,SYNH02_ew,NA,NA,NA
COM01_C1_04,TA01_C1_01,NA,NA,NA
COM01_C1_04,TA01_C1_04,NA,NA,NA
COM01_C1_04,TA01_C1_11,NA,NA,NA
COM01_C1_04,TA01_C1_15,NA,NA,NA
COM01_C1_04,TA01_C1_ew,NA,NA,NA
COM01_C1_04,TA03_C1_ew,NA,NA,NA
COM01_C1_05,COM01_C1_08,7.50E-05,0.334087683,20.20701864
COM01_C1_05,COM01_C1_11,0.00015,0.23838873,13.5513009
COM01_C1_05,COM01_C1_14,0.000225,0.244315518,13.30102768
COM01_C1_05,COM01_C1_15,0.000248,0.260444058,14.8086355
COM01_C1_05,COM01_C1_17,0.000295,0.158992601,8.908320609
COM01_C1_05,COM01_C1_18,0.000323,0.277411951,17.11244023
COM01_C1_05,COM01_ew1,0.0003375,0.154707027,8.398354492
COM01_C1_05,DSZ01_C1_01,NA,NA,NA
COM01_C1_05,DSZ01_C1_02,NA,NA,NA
COM01_C1_05,DSZ01_C1_03,NA,NA,NA
COM01_C1_05,DSZ01_C1_06,NA,NA,NA
COM01_C1_05,DSZ01_C1_08,NA,NA,NA
COM01_C1_05,DSZ01_C1_10,NA,NA,NA
COM01_C1_05,DSZ01_ew,NA,NA,NA
COM01_C1_05,GG01_C1_0,NA,NA,NA
COM01_C1_05,GG01_C1_02,NA,NA,NA
COM01_C1_05,GG01_C1_06,NA,NA,NA
COM01_C1_05,GG01_C1_13,NA,NA,NA
COM01_C1_05,GG01_C1_19,NA,NA,NA
COM01_C1_05,GJ01_C1_01,NA,NA,NA
COM01_C1_05,GJ01_C1_05,NA,NA,NA
COM01_C1_05,GJ01_C1_11,NA,NA,NA
COM01_C1_05,GJ01_C1_15,NA,NA,NA
COM01_C1_05,GJ01_C1_17,NA,NA,NA
COM01_C1_05,GJ01_C1_18,NA,NA,NA
COM01_C1_05,GJ01_C1_ew01,NA,NA,NA
COM01_C1_05,LGH03_C4_01,NA,NA,NA
COM01_C1_05,LGH03_C4_02,NA,NA,NA
COM01_C1_05,LGH03_C4_03,NA,NA,NA
COM01_C1_05,LGH03_C4_04,NA,NA,NA
COM01_C1_05,LGH03_C4_06,NA,NA,NA
COM01_C1_05,LGH03_C4_10,NA,NA,NA
COM01_C1_05,LGH03_C4_14,NA,NA,NA
COM01_C1_05,LGH03_C4_18,NA,NA,NA
COM01_C1_05,LGH03_C4_30,NA,NA,NA
COM01_C1_05,LGH03_C4_34,NA,NA,NA
COM01_C1_05,LGH03_C4_40,NA,NA,NA
COM01_C1_05,LGH03_C4_ew,NA,NA,NA
COM01_C1_05,PA01_C1_01,NA,NA,NA
COM01_C1_05,PA01_C1_05,NA,NA,NA
COM01_C1_05,PA01_C1_09,NA,NA,NA
COM01_C1_05,PA01_C1_12,NA,NA,NA
COM01_C1_05,PA01_C1_13,NA,NA,NA
COM01_C1_05,PA01_C1_15,NA,NA,NA
COM01_C1_05,PA01_C1_16,NA,NA,NA
COM01_C1_05,PA01_C1_18,NA,NA,NA
COM01_C1_05,PA02_C1_01,NA,NA,NA
COM01_C1_05,PA02_C1_04,NA,NA,NA
COM01_C1_05,PA02_C1_07,NA,NA,NA
COM01_C1_05,PA02_C1_11,NA,NA,NA
COM01_C1_05,PA02_C1_14,NA,NA,NA
COM01_C1_05,PA02_C1_16,NA,NA,NA
COM01_C1_05,PA02_C1_ew,NA,NA,NA
COM01_C1_05,QK01_C1_01,NA,NA,NA
COM01_C1_05,QK01_C1_04,NA,NA,NA
COM01_C1_05,QK01_C1_08,NA,NA,NA
COM01_C1_05,QK01_C1_12,NA,NA,NA
COM01_C1_05,QK01_C1_13,NA,NA,NA
COM01_C1_05,QK01_C1_14,NA,NA,NA
COM01_C1_05,QK01_C1_ew,NA,NA,NA
COM01_C1_05,SH01_C2_04,NA,NA,NA
COM01_C1_05,SH01_C2_07,NA,NA,NA
COM01_C1_05,SH01_C2_12,NA,NA,NA
COM01_C1_05,SH01_C2_17,NA,NA,NA
COM01_C1_05,SH01_C2_19,NA,NA,NA
COM01_C1_05,SH01_ew01,NA,NA,NA
COM01_C1_05,SI02_C1_02,NA,NA,NA
COM01_C1_05,SI02_C1_05,NA,NA,NA
COM01_C1_05,SI02_C1_08,NA,NA,NA
COM01_C1_05,SI02_C1_12,NA,NA,NA
COM01_C1_05,SI02_C1_19,NA,NA,NA
COM01_C1_05,SI02_C1_23,NA,NA,NA
COM01_C1_05,SI02_C1_ew01,NA,NA,NA
COM01_C1_05,SM22_C1_01,NA,NA,NA
COM01_C1_05,SM22_C1_06,NA,NA,NA
COM01_C1_05,SM22_C1_09,NA,NA,NA
COM01_C1_05,SM22_C1_14,NA,NA,NA
COM01_C1_05,SM22_C1_16,NA,NA,NA
COM01_C1_05,SM22_C1_ew,NA,NA,NA
COM01_C1_05,SYNH02_C11_01,NA,NA,NA
COM01_C1_05,SYNH02_C11_02,NA,NA,NA
COM01_C1_05,SYNH02_C11_03,NA,NA,NA
COM01_C1_05,SYNH02_C11_04,NA,NA,NA
COM01_C1_05,SYNH02_C11_05,NA,NA,NA
COM01_C1_05,SYNH02_C11_06,NA,NA,NA
COM01_C1_05,SYNH02_C11_07,NA,NA,NA
COM01_C1_05,SYNH02_C11_08,NA,NA,NA
COM01_C1_05,SYNH02_C11_09,NA,NA,NA
COM01_C1_05,SYNH02_C11_10,NA,NA,NA
COM01_C1_05,SYNH02_C16_01,NA,NA,NA
COM01_C1_05,SYNH02_C4_01,NA,NA,NA
COM01_C1_05,SYNH02_C4_03,NA,NA,NA
COM01_C1_05,SYNH02_C4_05,NA,NA,NA
COM01_C1_05,SYNH02_C4_06,NA,NA,NA
COM01_C1_05,SYNH02_C4_07,NA,NA,NA
COM01_C1_05,SYNH02_C4_08,NA,NA,NA
COM01_C1_05,SYNH02_C4_09,NA,NA,NA
COM01_C1_05,SYNH02_C4_10,NA,NA,NA
COM01_C1_05,SYNH02_C4_14,NA,NA,NA
COM01_C1_05,SYNH02_C4_18,NA,NA,NA
COM01_C1_05,SYNH02_C4_22,NA,NA,NA
COM01_C1_05,SYNH02_ew,NA,NA,NA
COM01_C1_05,TA01_C1_01,NA,NA,NA
COM01_C1_05,TA01_C1_04,NA,NA,NA
COM01_C1_05,TA01_C1_11,NA,NA,NA
COM01_C1_05,TA01_C1_15,NA,NA,NA
COM01_C1_05,TA01_C1_ew,NA,NA,NA
COM01_C1_05,TA03_C1_ew,NA,NA,NA
COM01_C1_08,COM01_C1_11,7.50E-05,0.223403944,12.30278908
COM01_C1_08,COM01_C1_14,0.00015,0.240241421,14.36840422
COM01_C1_08,COM01_C1_15,0.000173,0.21852739,11.81622376
COM01_C1_08,COM01_C1_17,0.00022,0.162934793,8.679485062
COM01_C1_08,COM01_C1_18,0.000248,0.254623188,14.77794837
COM01_C1_08,COM01_ew1,0.0002625,0.123324169,6.580975956
COM01_C1_08,DSZ01_C1_01,NA,NA,NA
COM01_C1_08,DSZ01_C1_02,NA,NA,NA
COM01_C1_08,DSZ01_C1_03,NA,NA,NA
COM01_C1_08,DSZ01_C1_06,NA,NA,NA
COM01_C1_08,DSZ01_C1_08,NA,NA,NA
COM01_C1_08,DSZ01_C1_10,NA,NA,NA
COM01_C1_08,DSZ01_ew,NA,NA,NA
COM01_C1_08,GG01_C1_0,NA,NA,NA
COM01_C1_08,GG01_C1_02,NA,NA,NA
COM01_C1_08,GG01_C1_06,NA,NA,NA
COM01_C1_08,GG01_C1_13,NA,NA,NA
COM01_C1_08,GG01_C1_19,NA,NA,NA
COM01_C1_08,GJ01_C1_01,NA,NA,NA
COM01_C1_08,GJ01_C1_05,NA,NA,NA
COM01_C1_08,GJ01_C1_11,NA,NA,NA
COM01_C1_08,GJ01_C1_15,NA,NA,NA
COM01_C1_08,GJ01_C1_17,NA,NA,NA
COM01_C1_08,GJ01_C1_18,NA,NA,NA
COM01_C1_08,GJ01_C1_ew01,NA,NA,NA
COM01_C1_08,LGH03_C4_01,NA,NA,NA
COM01_C1_08,LGH03_C4_02,NA,NA,NA
COM01_C1_08,LGH03_C4_03,NA,NA,NA
COM01_C1_08,LGH03_C4_04,NA,NA,NA
COM01_C1_08,LGH03_C4_06,NA,NA,NA
COM01_C1_08,LGH03_C4_10,NA,NA,NA
COM01_C1_08,LGH03_C4_14,NA,NA,NA
COM01_C1_08,LGH03_C4_18,NA,NA,NA
COM01_C1_08,LGH03_C4_30,NA,NA,NA
COM01_C1_08,LGH03_C4_34,NA,NA,NA
COM01_C1_08,LGH03_C4_40,NA,NA,NA
COM01_C1_08,LGH03_C4_ew,NA,NA,NA
COM01_C1_08,PA01_C1_01,NA,NA,NA
COM01_C1_08,PA01_C1_05,NA,NA,NA
COM01_C1_08,PA01_C1_09,NA,NA,NA
COM01_C1_08,PA01_C1_12,NA,NA,NA
COM01_C1_08,PA01_C1_13,NA,NA,NA
COM01_C1_08,PA01_C1_15,NA,NA,NA
COM01_C1_08,PA01_C1_16,NA,NA,NA
COM01_C1_08,PA01_C1_18,NA,NA,NA
COM01_C1_08,PA02_C1_01,NA,NA,NA
COM01_C1_08,PA02_C1_04,NA,NA,NA
COM01_C1_08,PA02_C1_07,NA,NA,NA
COM01_C1_08,PA02_C1_11,NA,NA,NA
COM01_C1_08,PA02_C1_14,NA,NA,NA
COM01_C1_08,PA02_C1_16,NA,NA,NA
COM01_C1_08,PA02_C1_ew,NA,NA,NA
COM01_C1_08,QK01_C1_01,NA,NA,NA
COM01_C1_08,QK01_C1_04,NA,NA,NA
COM01_C1_08,QK01_C1_08,NA,NA,NA
COM01_C1_08,QK01_C1_12,NA,NA,NA
COM01_C1_08,QK01_C1_13,NA,NA,NA
COM01_C1_08,QK01_C1_14,NA,NA,NA
COM01_C1_08,QK01_C1_ew,NA,NA,NA
COM01_C1_08,SH01_C2_04,NA,NA,NA
COM01_C1_08,SH01_C2_07,NA,NA,NA
COM01_C1_08,SH01_C2_12,NA,NA,NA
COM01_C1_08,SH01_C2_17,NA,NA,NA
COM01_C1_08,SH01_C2_19,NA,NA,NA
COM01_C1_08,SH01_ew01,NA,NA,NA
COM01_C1_08,SI02_C1_02,NA,NA,NA
COM01_C1_08,SI02_C1_05,NA,NA,NA
COM01_C1_08,SI02_C1_08,NA,NA,NA
COM01_C1_08,SI02_C1_12,NA,NA,NA
COM01_C1_08,SI02_C1_19,NA,NA,NA
COM01_C1_08,SI02_C1_23,NA,NA,NA
COM01_C1_08,SI02_C1_ew01,NA,NA,NA
COM01_C1_08,SM22_C1_01,NA,NA,NA
COM01_C1_08,SM22_C1_06,NA,NA,NA
COM01_C1_08,SM22_C1_09,NA,NA,NA
COM01_C1_08,SM22_C1_14,NA,NA,NA
COM01_C1_08,SM22_C1_16,NA,NA,NA
COM01_C1_08,SM22_C1_ew,NA,NA,NA
COM01_C1_08,SYNH02_C11_01,NA,NA,NA
COM01_C1_08,SYNH02_C11_02,NA,NA,NA
COM01_C1_08,SYNH02_C11_03,NA,NA,NA
COM01_C1_08,SYNH02_C11_04,NA,NA,NA
COM01_C1_08,SYNH02_C11_05,NA,NA,NA
COM01_C1_08,SYNH02_C11_06,NA,NA,NA
COM01_C1_08,SYNH02_C11_07,NA,NA,NA
COM01_C1_08,SYNH02_C11_08,NA,NA,NA
COM01_C1_08,SYNH02_C11_09,NA,NA,NA
COM01_C1_08,SYNH02_C11_10,NA,NA,NA
COM01_C1_08,SYNH02_C16_01,NA,NA,NA
COM01_C1_08,SYNH02_C4_01,NA,NA,NA
COM01_C1_08,SYNH02_C4_03,NA,NA,NA
COM01_C1_08,SYNH02_C4_05,NA,NA,NA
COM01_C1_08,SYNH02_C4_06,NA,NA,NA
COM01_C1_08,SYNH02_C4_07,NA,NA,NA
COM01_C1_08,SYNH02_C4_08,NA,NA,NA
COM01_C1_08,SYNH02_C4_09,NA,NA,NA
COM01_C1_08,SYNH02_C4_10,NA,NA,NA
COM01_C1_08,SYNH02_C4_14,NA,NA,NA
COM01_C1_08,SYNH02_C4_18,NA,NA,NA
COM01_C1_08,SYNH02_C4_22,NA,NA,NA
COM01_C1_08,SYNH02_ew,NA,NA,NA
COM01_C1_08,TA01_C1_01,NA,NA,NA
COM01_C1_08,TA01_C1_04,NA,NA,NA
COM01_C1_08,TA01_C1_11,NA,NA,NA
COM01_C1_08,TA01_C1_15,NA,NA,NA
COM01_C1_08,TA01_C1_ew,NA,NA,NA
COM01_C1_08,TA03_C1_ew,NA,NA,NA
COM01_C1_11,COM01_C1_14,7.50E-05,0.277064634,15.99877232
COM01_C1_11,COM01_C1_15,9.75E-05,0.289416088,17.66160139
COM01_C1_11,COM01_C1_17,0.000145,0.240915073,14.25542756
COM01_C1_11,COM01_C1_18,0.000173,0.308804525,19.22195461
COM01_C1_11,COM01_ew1,0.0001875,0.212934149,12.40913036
COM01_C1_11,DSZ01_C1_01,NA,NA,NA
COM01_C1_11,DSZ01_C1_02,NA,NA,NA
COM01_C1_11,DSZ01_C1_03,NA,NA,NA
COM01_C1_11,DSZ01_C1_06,NA,NA,NA
COM01_C1_11,DSZ01_C1_08,NA,NA,NA
COM01_C1_11,DSZ01_C1_10,NA,NA,NA
COM01_C1_11,DSZ01_ew,NA,NA,NA
COM01_C1_11,GG01_C1_0,NA,NA,NA
COM01_C1_11,GG01_C1_02,NA,NA,NA
COM01_C1_11,GG01_C1_06,NA,NA,NA
COM01_C1_11,GG01_C1_13,NA,NA,NA
COM01_C1_11,GG01_C1_19,NA,NA,NA
COM01_C1_11,GJ01_C1_01,NA,NA,NA
COM01_C1_11,GJ01_C1_05,NA,NA,NA
COM01_C1_11,GJ01_C1_11,NA,NA,NA
COM01_C1_11,GJ01_C1_15,NA,NA,NA
COM01_C1_11,GJ01_C1_17,NA,NA,NA
COM01_C1_11,GJ01_C1_18,NA,NA,NA
COM01_C1_11,GJ01_C1_ew01,NA,NA,NA
COM01_C1_11,LGH03_C4_01,NA,NA,NA
COM01_C1_11,LGH03_C4_02,NA,NA,NA
COM01_C1_11,LGH03_C4_03,NA,NA,NA
COM01_C1_11,LGH03_C4_04,NA,NA,NA
COM01_C1_11,LGH03_C4_06,NA,NA,NA
COM01_C1_11,LGH03_C4_10,NA,NA,NA
COM01_C1_11,LGH03_C4_14,NA,NA,NA
COM01_C1_11,LGH03_C4_18,NA,NA,NA
COM01_C1_11,LGH03_C4_30,NA,NA,NA
COM01_C1_11,LGH03_C4_34,NA,NA,NA
COM01_C1_11,LGH03_C4_40,NA,NA,NA
COM01_C1_11,LGH03_C4_ew,NA,NA,NA
COM01_C1_11,PA01_C1_01,NA,NA,NA
COM01_C1_11,PA01_C1_05,NA,NA,NA
COM01_C1_11,PA01_C1_09,NA,NA,NA
COM01_C1_11,PA01_C1_12,NA,NA,NA
COM01_C1_11,PA01_C1_13,NA,NA,NA
COM01_C1_11,PA01_C1_15,NA,NA,NA
COM01_C1_11,PA01_C1_16,NA,NA,NA
COM01_C1_11,PA01_C1_18,NA,NA,NA
COM01_C1_11,PA02_C1_01,NA,NA,NA
COM01_C1_11,PA02_C1_04,NA,NA,NA
COM01_C1_11,PA02_C1_07,NA,NA,NA
COM01_C1_11,PA02_C1_11,NA,NA,NA
COM01_C1_11,PA02_C1_14,NA,NA,NA
COM01_C1_11,PA02_C1_16,NA,NA,NA
COM01_C1_11,PA02_C1_ew,NA,NA,NA
COM01_C1_11,QK01_C1_01,NA,NA,NA
COM01_C1_11,QK01_C1_04,NA,NA,NA
COM01_C1_11,QK01_C1_08,NA,NA,NA
COM01_C1_11,QK01_C1_12,NA,NA,NA
COM01_C1_11,QK01_C1_13,NA,NA,NA
COM01_C1_11,QK01_C1_14,NA,NA,NA
COM01_C1_11,QK01_C1_ew,NA,NA,NA
COM01_C1_11,SH01_C2_04,NA,NA,NA
COM01_C1_11,SH01_C2_07,NA,NA,NA
COM01_C1_11,SH01_C2_12,NA,NA,NA
COM01_C1_11,SH01_C2_17,NA,NA,NA
COM01_C1_11,SH01_C2_19,NA,NA,NA
COM01_C1_11,SH01_ew01,NA,NA,NA
COM01_C1_11,SI02_C1_02,NA,NA,NA
COM01_C1_11,SI02_C1_05,NA,NA,NA
COM01_C1_11,SI02_C1_08,NA,NA,NA
COM01_C1_11,SI02_C1_12,NA,NA,NA
COM01_C1_11,SI02_C1_19,NA,NA,NA
COM01_C1_11,SI02_C1_23,NA,NA,NA
COM01_C1_11,SI02_C1_ew01,NA,NA,NA
COM01_C1_11,SM22_C1_01,NA,NA,NA
COM01_C1_11,SM22_C1_06,NA,NA,NA
COM01_C1_11,SM22_C1_09,NA,NA,NA
COM01_C1_11,SM22_C1_14,NA,NA,NA
COM01_C1_11,SM22_C1_16,NA,NA,NA
COM01_C1_11,SM22_C1_ew,NA,NA,NA
COM01_C1_11,SYNH02_C11_01,NA,NA,NA
COM01_C1_11,SYNH02_C11_02,NA,NA,NA
COM01_C1_11,SYNH02_C11_03,NA,NA,NA
COM01_C1_11,SYNH02_C11_04,NA,NA,NA
COM01_C1_11,SYNH02_C11_05,NA,NA,NA
COM01_C1_11,SYNH02_C11_06,NA,NA,NA
COM01_C1_11,SYNH02_C11_07,NA,NA,NA
COM01_C1_11,SYNH02_C11_08,NA,NA,NA
COM01_C1_11,SYNH02_C11_09,NA,NA,NA
COM01_C1_11,SYNH02_C11_10,NA,NA,NA
COM01_C1_11,SYNH02_C16_01,NA,NA,NA
COM01_C1_11,SYNH02_C4_01,NA,NA,NA
COM01_C1_11,SYNH02_C4_03,NA,NA,NA
COM01_C1_11,SYNH02_C4_05,NA,NA,NA
COM01_C1_11,SYNH02_C4_06,NA,NA,NA
COM01_C1_11,SYNH02_C4_07,NA,NA,NA
